experiment_id,run_id,preset,timestamp_manifest,hostname_manifest,hardware_target,hardware_role,backend,accelerator_type,device_count,dstack_gpu_spec,workload_family,workload_runner,workload_description,operation_family,execution_mode,signature_label,fsdp_degree,tp_degree,global_batch_size,sequence_length,shape,hidden_size,vocab_size,token_chunk,vocab_chunk,chunk_configuration,token_loop_count,vocab_loop_count,chunk_loop_count,cce_loop_count,mesh_configuration,warmup_steps,measured_steps,seed,repeat_index,cce_profiler_experiment_id,case_name,run_dir,xla_dir,profiler_path,scenario_group
84,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc256_vc4096,1,4,16,512,b16/L512,320,262144,256,4096,256/4096,32,64,2048,,"fsdp=1,tp=4",3,10,0,0,-1,exp0084_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc4096_fsdp1_tp4_tc256_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0084_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc4096_fsdp1_tp4_tc256_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0084_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc4096_fsdp1_tp4_tc256_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
85,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc256_vc8192,1,4,16,512,b16/L512,320,262144,256,8192,256/8192,32,32,1024,,"fsdp=1,tp=4",3,10,0,0,-1,exp0085_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc8192_fsdp1_tp4_tc256_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0085_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc8192_fsdp1_tp4_tc256_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0085_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc8192_fsdp1_tp4_tc256_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
86,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc256_vc16384,1,4,16,512,b16/L512,320,262144,256,16384,256/16384,32,16,512,,"fsdp=1,tp=4",3,10,0,0,-1,exp0086_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc16384_fsdp1_tp4_tc256_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0086_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc16384_fsdp1_tp4_tc256_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0086_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc16384_fsdp1_tp4_tc256_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
87,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc256_vc32768,1,4,16,512,b16/L512,320,262144,256,32768,256/32768,32,8,256,,"fsdp=1,tp=4",3,10,0,0,-1,exp0087_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc32768_fsdp1_tp4_tc256_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0087_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc32768_fsdp1_tp4_tc256_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0087_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc32768_fsdp1_tp4_tc256_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
88,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc256_vc65536,1,4,16,512,b16/L512,320,262144,256,65536,256/65536,32,4,128,,"fsdp=1,tp=4",3,10,0,0,-1,exp0088_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc65536_fsdp1_tp4_tc256_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0088_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc65536_fsdp1_tp4_tc256_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0088_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc65536_fsdp1_tp4_tc256_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
89,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc256_vc131072,1,4,16,512,b16/L512,320,262144,256,131072,256/131072,32,2,64,,"fsdp=1,tp=4",3,10,0,0,-1,exp0089_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc131072_fsdp1_tp4_tc256_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0089_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc131072_fsdp1_tp4_tc256_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0089_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc131072_fsdp1_tp4_tc256_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
90,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc256_vc262144,1,4,16,512,b16/L512,320,262144,256,262144,256/262144,32,1,32,,"fsdp=1,tp=4",3,10,0,0,-1,exp0090_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc262144_fsdp1_tp4_tc256_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0090_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc262144_fsdp1_tp4_tc256_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0090_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc256_vc262144_fsdp1_tp4_tc256_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
91,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc512_vc4096,1,4,16,512,b16/L512,320,262144,512,4096,512/4096,16,64,1024,,"fsdp=1,tp=4",3,10,0,0,-1,exp0091_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc4096_fsdp1_tp4_tc512_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0091_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc4096_fsdp1_tp4_tc512_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0091_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc4096_fsdp1_tp4_tc512_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
92,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc512_vc8192,1,4,16,512,b16/L512,320,262144,512,8192,512/8192,16,32,512,,"fsdp=1,tp=4",3,10,0,0,-1,exp0092_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc8192_fsdp1_tp4_tc512_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0092_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc8192_fsdp1_tp4_tc512_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0092_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc8192_fsdp1_tp4_tc512_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
93,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc512_vc16384,1,4,16,512,b16/L512,320,262144,512,16384,512/16384,16,16,256,,"fsdp=1,tp=4",3,10,0,0,-1,exp0093_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc16384_fsdp1_tp4_tc512_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0093_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc16384_fsdp1_tp4_tc512_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0093_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc16384_fsdp1_tp4_tc512_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
94,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc512_vc32768,1,4,16,512,b16/L512,320,262144,512,32768,512/32768,16,8,128,,"fsdp=1,tp=4",3,10,0,0,-1,exp0094_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc32768_fsdp1_tp4_tc512_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0094_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc32768_fsdp1_tp4_tc512_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0094_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc32768_fsdp1_tp4_tc512_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
95,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc512_vc65536,1,4,16,512,b16/L512,320,262144,512,65536,512/65536,16,4,64,,"fsdp=1,tp=4",3,10,0,0,-1,exp0095_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc65536_fsdp1_tp4_tc512_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0095_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc65536_fsdp1_tp4_tc512_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0095_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc65536_fsdp1_tp4_tc512_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
96,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc512_vc131072,1,4,16,512,b16/L512,320,262144,512,131072,512/131072,16,2,32,,"fsdp=1,tp=4",3,10,0,0,-1,exp0096_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc131072_fsdp1_tp4_tc512_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0096_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc131072_fsdp1_tp4_tc512_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0096_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc131072_fsdp1_tp4_tc512_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
97,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc512_vc262144,1,4,16,512,b16/L512,320,262144,512,262144,512/262144,16,1,16,,"fsdp=1,tp=4",3,10,0,0,-1,exp0097_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc262144_fsdp1_tp4_tc512_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0097_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc262144_fsdp1_tp4_tc512_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0097_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc512_vc262144_fsdp1_tp4_tc512_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
98,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc1024_vc4096,1,4,16,512,b16/L512,320,262144,1024,4096,1024/4096,8,64,512,,"fsdp=1,tp=4",3,10,0,0,-1,exp0098_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc4096_fsdp1_tp4_tc1024_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0098_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc4096_fsdp1_tp4_tc1024_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0098_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc4096_fsdp1_tp4_tc1024_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
99,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc1024_vc8192,1,4,16,512,b16/L512,320,262144,1024,8192,1024/8192,8,32,256,,"fsdp=1,tp=4",3,10,0,0,-1,exp0099_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc8192_fsdp1_tp4_tc1024_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0099_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc8192_fsdp1_tp4_tc1024_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0099_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc8192_fsdp1_tp4_tc1024_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
100,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc1024_vc16384,1,4,16,512,b16/L512,320,262144,1024,16384,1024/16384,8,16,128,,"fsdp=1,tp=4",3,10,0,0,-1,exp0100_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc16384_fsdp1_tp4_tc1024_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0100_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc16384_fsdp1_tp4_tc1024_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0100_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc16384_fsdp1_tp4_tc1024_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
101,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc1024_vc32768,1,4,16,512,b16/L512,320,262144,1024,32768,1024/32768,8,8,64,,"fsdp=1,tp=4",3,10,0,0,-1,exp0101_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc32768_fsdp1_tp4_tc1024_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0101_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc32768_fsdp1_tp4_tc1024_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0101_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc32768_fsdp1_tp4_tc1024_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
102,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc1024_vc65536,1,4,16,512,b16/L512,320,262144,1024,65536,1024/65536,8,4,32,,"fsdp=1,tp=4",3,10,0,0,-1,exp0102_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc65536_fsdp1_tp4_tc1024_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0102_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc65536_fsdp1_tp4_tc1024_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0102_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc65536_fsdp1_tp4_tc1024_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
103,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc1024_vc131072,1,4,16,512,b16/L512,320,262144,1024,131072,1024/131072,8,2,16,,"fsdp=1,tp=4",3,10,0,0,-1,exp0103_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc131072_fsdp1_tp4_tc1024_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0103_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc131072_fsdp1_tp4_tc1024_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0103_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc131072_fsdp1_tp4_tc1024_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
104,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp1_tp4_tc1024_vc262144,1,4,16,512,b16/L512,320,262144,1024,262144,1024/262144,8,1,8,,"fsdp=1,tp=4",3,10,0,0,-1,exp0104_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc262144_fsdp1_tp4_tc1024_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0104_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc262144_fsdp1_tp4_tc1024_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0104_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp1_tp4_tc1024_vc262144_fsdp1_tp4_tc1024_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
